;id;Name;SMILE;Taste;Reference;Note;SMILES_check;Std_SMILES;Parent_SMILES
708;724;4427709;C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N;Bitter;BitterDB;none;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O;NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O
709;725;5270542;C1=CC=C(C(=C1)C(=O)/C=C/C2=CC(=CC=C2)O)O;Bitter;BitterDB;none;O=C(/C=C/c1cccc(O)c1)c1ccccc1O;O=C(/C=C/c1cc(O)ccc1)c1ccccc1O;O=C(/C=C/c1cc(O)ccc1)c1ccccc1O
710;726;5273568;COC1=C(C(=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O;Bitter;BitterDB;none;COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O;COc1c(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2oc(=O)ccc2c1;COc1c(O)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2oc(=O)ccc2c1
711;727;5280343;C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2cc(O)c(O)cc2)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2cc(O)c(O)cc2)oc2cc(O)cc(O)c12
712;728;5280373;COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O;Bitter;BitterDB;none;COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1;COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1;COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
713;729;5280378;COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O;Bitter;BitterDB;none;COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1;COc1ccc(-c2coc3c(ccc(O)c3)c2=O)cc1;COc1ccc(-c2coc3c(ccc(O)c3)c2=O)cc1
714;730;5280443;C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O;Bitter;BitterDB;none;O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12;O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12;O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
715;731;5280445;C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O;Bitter;BitterDB;none;O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12;O=c1cc(-c2cc(O)c(O)cc2)oc2cc(O)cc(O)c12;O=c1cc(-c2cc(O)c(O)cc2)oc2cc(O)cc(O)c12
716;732;5280489;CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C;Bitter;BitterDB;none;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1;CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
717;733;5280537;COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O;Bitter;BitterDB;none;COc1cc(/C=C/C(=O)NCCc2ccc(O)cc2)ccc1O;COc1c(O)ccc(/C=C/C(=O)NCCc2ccc(O)cc2)c1;COc1c(O)ccc(/C=C/C(=O)NCCc2ccc(O)cc2)c1
718;734;5280544;C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12;O=c1c(O)c(-c2ccc(O)cc2)oc2c1c(O)cc(O)c2O;O=c1c(O)c(-c2ccc(O)cc2)oc2c1c(O)cc(O)c2O
719;735;5280647;C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12;O=c1c(O)c(-c2cc(O)c(O)cc2)oc2c1c(O)cc(O)c2O;O=c1c(O)c(-c2cc(O)c(O)cc2)oc2c1c(O)cc(O)c2O
720;736;5280666;COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O;Bitter;BitterDB;none;COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O;COc1c(O)ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)c1;COc1c(O)ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)c1
721;737;5280759;C1=CC=C(C(=C1)/C=C/C(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O;Bitter;BitterDB;none;O=C(O)/C=C/c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;O=C(O)/C=C/c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;O=C(O)/C=C/c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
722;738;5280863;C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
723;739;5280906;C/C=C\1/C[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O)C;Bitter;BitterDB;none;C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23;C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23;C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23
724;740;5280934;CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O;Bitter;BitterDB;none;CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O;CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O;CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
725;741;5280961;C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O;Bitter;BitterDB;none;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
726;742;5281072;CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C.C(=C\C(=O)O)\C(=O)O;Bitter;BitterDB;none;CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O;CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3c4c(c[nH]c4ccc3)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O;CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3c4c(c[nH]c4ccc3)C[C@H]2N(C)C1
727;743;5281149;CCCCCCC/C=C\CC#CC#C[C@@H](C=C)O;Bitter;BitterDB;none;C=C[C@@H](O)C#CC#CC/C=C\CCCCCCC;C=C[C@@H](O)C#CC#CC/C=C\CCCCCCC;C=C[C@@H](O)C#CC#CC/C=C\CCCCCCC
728;744;5281157;C1=CC(=CC=C1/C=C/C(=O)NC2=C(C=C(C=C2)O)C(=O)O)O;Bitter;BitterDB;none;O=C(/C=C/c1ccc(O)cc1)Nc1ccc(O)cc1C(=O)O;O=C(/C=C/c1ccc(O)cc1)Nc1c(C(=O)O)cc(O)cc1;O=C(/C=C/c1ccc(O)cc1)Nc1c(C(=O)O)cc(O)cc1
729;745;5281318;C[C@@]12C[C@H]([C@@H]([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C[C@@H](C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C/C(C)(C)O)O)O;Bitter;BitterDB;none;CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C;CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C;CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
730;746;5281321;C[C@@]12C[C@H]([C@@H]([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C/C(C)(C)O)O)O;Bitter;BitterDB;none;CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C;CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C;CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
731;747;5281377;C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O;Bitter;BitterDB;none;O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
732;748;5281404;CC1=NC=CC2=C1NC3=CC=CC=C23;Bitter;BitterDB;none;Cc1nccc2c1[nH]c1ccccc12;Cc1nccc2c1[nH]c1ccccc12;Cc1nccc2c1[nH]c1ccccc12
733;749;5281417;C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O;Bitter;BitterDB;none;O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1;O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1;O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
734;750;5281426;C1=CC(=CC2=C1C=CC(=O)O2)O;Bitter;BitterDB;none;O=c1ccc2ccc(O)cc2o1;O=c1ccc2c(cc(O)cc2)o1;O=c1ccc2c(cc(O)cc2)o1
735;751;5281428;C/C/1=C\[C@@H]2[C@@H](CCC(=C)[C@@H](CC1)O)C(=C)C(=O)O2;Bitter;BitterDB;none;C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@@H](O)C(=C)CC[C@@H]12;C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@@H](O)C(=C)CC[C@@H]12;C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@@H](O)C(=C)CC[C@@H]12
736;752;5281435;C/C/1=C\CC/C(=C/[C@@H]2[C@@H]([C@H](C1)OC(=O)C(=C)[C@H](CO)O)C(=C)C(=O)O2)/CO;Bitter;BitterDB;none;C=C(C(=O)O[C@H]1C/C(C)=C/CC/C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12)[C@@H](O)CO;C=C(C(=O)O[C@H]1C/C(C)=C/CC/C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12)[C@@H](O)CO;C=C(C(=O)O[C@H]1C/C(C)=C/CC/C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12)[C@@H](O)CO
737;753;5281544;C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O;Bitter;BitterDB;none;C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)c(O)c1;C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1cc(O)c(O)cc1;C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1cc(O)c(O)cc1
738;754;5281607;C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O;Bitter;BitterDB;none;O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12;O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12;O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
739;755;5281610;C1=CC=C(C(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2ccccc2O)oc2cc(O)cc(O)c12
740;756;5281611;C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12;O=c1c(O)c(-c2ccc(O)cc2)oc2c1ccc(O)c2;O=c1c(O)c(-c2ccc(O)cc2)oc2c1ccc(O)c2
741;757;5281614;C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12;O=c1c(O)c(-c2cc(O)c(O)cc2)oc2c1ccc(O)c2;O=c1c(O)c(-c2cc(O)c(O)cc2)oc2c1ccc(O)c2
742;758;5281617;COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O;Bitter;BitterDB;none;COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1;COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1;COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1
743;759;5281654;COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O;Bitter;BitterDB;none;COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O;COc1c(O)ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1;COc1c(O)ccc(-c2c(O)c(=O)c3c(O)cc(O)cc3o2)c1
744;760;5281670;C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2c(O)cc(O)cc2)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2c(O)cc(O)cc2)oc2cc(O)cc(O)c12
745;761;5281672;C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12;O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
746;762;5281680;C1=CC(=C(C=C1C2=C(C(=O)C3=C(C(=C(C=C3O2)O)O)O)O)O)O;Bitter;BitterDB;none;O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12;O=c1c(O)c(-c2cc(O)c(O)cc2)oc2cc(O)c(O)c(O)c12;O=c1c(O)c(-c2cc(O)c(O)cc2)oc2cc(O)c(O)c(O)c12
747;763;5281697;C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O)O;Bitter;BitterDB;none;O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12;O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12;O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12
748;764;5281701;C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O;Bitter;BitterDB;none;O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12;O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12;O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
749;765;5281707;C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O;Bitter;BitterDB;none;O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12;O=c1oc2c(ccc(O)c2)c2c1c1c(cc(O)cc1)o2;O=c1oc2c(ccc(O)c2)c2c1c1c(cc(O)cc1)o2
750;766;5281708;C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O;Bitter;BitterDB;none;O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12;O=c1c(-c2ccc(O)cc2)coc2c1ccc(O)c2;O=c1c(-c2ccc(O)cc2)coc2c1ccc(O)c2
751;767;5281804;COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O;Bitter;BitterDB;none;COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1;COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1;COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1
752;768;5281955;CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO;Bitter;BitterDB;none;CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO;CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO;CCCCCCCC/C=C/CCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO
753;769;5282073;C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O;Bitter;BitterDB;none;O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12;O=c1cc(-c2ccc(O)cc2)oc2c1ccc(O)c2;O=c1cc(-c2ccc(O)cc2)oc2c1ccc(O)c2
754;770;5282102;C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O;Bitter;BitterDB;none;O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12;O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12;O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
755;771;5282109;CC(=CCC/C(=C/COC=O)/C)C;Bitter;BitterDB;none;CC(C)=CCC/C(C)=C/COC=O;CC(C)=CCC/C(C)=C/COC=O;CC(C)=CCC/C(C)=C/COC=O
756;772;5282136;C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC(=O)CS(=O)CC3=CC=CO3;Bitter;BitterDB;none;O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1;O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1;O=C(C[S+]([O-])Cc1ccco1)NCC=CCOc1cc(CN2CCCCC2)ccn1
757;773;5282197;CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CO)/C)/CO)/C)C;Bitter;BitterDB;none;CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO;CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO;CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO
758;774;5282362;C1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O;Bitter;BitterDB;none;O=C(/C=C/c1ccccc1)c1ccc(O)cc1;O=C(/C=C/c1ccccc1)c1ccc(O)cc1;O=C(/C=C/c1ccccc1)c1ccc(O)cc1
759;775;5282409;CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O;Bitter;BitterDB;none;CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O;CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O;CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
760;776;5283266;CCCCC/C=C\C/C=C\CCCCCCCC(=O)CC(COC(=O)C)O;Bitter;BitterDB;none;CCCCC/C=C\C/C=C\CCCCCCCC(=O)CC(O)COC(C)=O;CCCCC/C=C\C/C=C\CCCCCCCC(=O)CC(O)COC(C)=O;CCCCC/C=C\C/C=C\CCCCCCCC(=O)CC(O)COC(C)=O
761;777;5283363;CCCCCCCCCC/C=C/C=O;Bitter;BitterDB;none;CCCCCCCCCC/C=C/C=O;CCCCCCCCCC/C=C/C=O;CCCCCCCCCC/C=C/C=O
762;778;5283468;CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O;Bitter;BitterDB;none;CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO;CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO;CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO
763;779;5283469;CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)O;Bitter;BitterDB;none;CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(O)CO;CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(O)CO;CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(O)CO
764;780;5284346;O.O.[Cl-].[Cl-].[Ba+2];Bitter;BitterDB;none;O.O.[Ba+2].[Cl-].[Cl-];O.O.[Ba+2].[Cl-].[Cl-];[Ba+2].[Cl-].[Cl-]
765;781;5284359;[Cl-].[Cl-].[Ca+2];Bitter;BitterDB;none;[Ca+2].[Cl-].[Cl-];[Ca+2].[Cl-].[Cl-];[Ca+2].[Cl-].[Cl-]
766;782;5284443;CNC[C@@H](C1=CC(=CC=C1)O)O.Cl;Bitter;BitterDB;none;CNC[C@H](O)c1cccc(O)c1.Cl;CNC[C@H](O)c1cc(O)ccc1.Cl;CNC[C@H](O)c1cc(O)ccc1
767;783;5284627;CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C;Bitter;BitterDB;none;CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1;CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1;CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
768;784;5284648;C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O;Bitter;BitterDB;none;O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12;O=c1c(-c2cc(O)c(O)cc2)coc2c1ccc(O)c2;O=c1c(-c2cc(O)c(O)cc2)coc2c1ccc(O)c2
769;785;5284649;C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O;Bitter;BitterDB;none;O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12;O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12;O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12
770;786;5315831;CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC=C(C3=O)C4=CC=C(C=C4)O)O)O)O)O;Bitter;BitterDB;none;CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O;CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O;CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)[C@H](O)[C@@H](O)[C@@H]1O
771;787;5315832;C1C(C(C(CC1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O;Bitter;BitterDB;none;O=C(/C=C/c1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O;O=C(/C=C/c1cc(O)c(O)cc1)OC1CC(O)(C(=O)O)CC(O)C1O;O=C(/C=C/c1cc(O)c(O)cc1)OC1CC(O)(C(=O)O)CC(O)C1O
772;788;5315892;C1=CC=C(C=C1)/C=C/CO;Bitter;BitterDB;none;OC/C=C/c1ccccc1;OC/C=C/c1ccccc1;OC/C=C/c1ccccc1
773;789;5317238;CCOC(=O)/C=C/C1=CC(=C(C=C1)O)O;Bitter;BitterDB;none;CCOC(=O)/C=C/c1ccc(O)c(O)c1;CCOC(=O)/C=C/c1cc(O)c(O)cc1;CCOC(=O)/C=C/c1cc(O)c(O)cc1
774;790;5317284;COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)O;Bitter;BitterDB;none;COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O;COc1c(O)cc2oc(-c3cc(O)c(O)cc3)cc(=O)c2c1O;COc1c(O)cc2oc(-c3cc(O)c(O)cc3)cc(=O)c2c1O
775;791;5317750;COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O;Bitter;BitterDB;none;COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O;COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1;COc1c(O)cc2occ(-c3ccc(O)cc3)c(=O)c2c1
