id;Name;SMILE;Taste;Reference;Note
962;44398561;C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)O)N;Bitter;BitterDB;none
963;44457658;COCC1CCC=C(C1)/C=N/O;Bitter;BitterDB;none
964;44457711;CC(CO)(C1CCC(=CC1)/C=N/O)OC;Bitter;BitterDB;none
965;44457736;CC(COC)(C1CCC(=CC1)/C=N/O)OC;Bitter;BitterDB;none
966;44457737;C1CSCC=C1/C=N/O;Bitter;BitterDB;none
967;44457738;C1COCC=C1/C=N/O;Bitter;BitterDB;none
968;44457739;CC(CO)(C1CCC(=CC1)/C=N/O)O;Bitter;BitterDB;none
969;44457740;C1CC2C=CC1C=C2/C=N/O;Bitter;BitterDB;none
970;45360231;C[C@H]1[C@@H]2C[C@@H](C(=C)[C@@H](CC/C(=C/[C@H]2OC1=O)/C)OC(=O)C)OC(=O)C;Bitter;BitterDB;none
971;46173916;C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O)C)C)O[C@@]1(CC[C@H](C)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O;Bitter;BitterDB;none
972;46849638;C1[C@@H]([C@@H](CO[C@@]12CN3C(=CC=C3C=O)CO2)O)O;Bitter;BitterDB;none
973;46849639;C1[C@@H]([C@H](O[C@@]12CN3C(=CC=C3C=O)CO2)CO)O;Bitter;BitterDB;none
974;54676038;C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O;Bitter;BitterDB;none
975;54685047;CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl;Bitter;BitterDB;none
976;54685524;CCOC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O;Bitter;BitterDB;none
977;56929107;CC(C)[C@H]1C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O;Bitter;BitterDB;none
978;56968444;CCCCC/C=C/CCCCCCCC(=O)CC(COC(=O)C)O;Bitter;BitterDB;none
979;56968446;CC(=O)OCC(CC(=O)CCCCCCCCCCCC=C)O;Bitter;BitterDB;none
980;56968447;CCCCCCCCCCCCCC(=O)CC(COC(=O)C)O;Bitter;BitterDB;none
981;57380330;CCC(C)C(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)C[C@@H](C3(C)C)C(C)(C)O)CC=C(C)C)O;Bitter;BitterDB;none
982;57387219;C1[C@@H]([C@H](O[C@]12CN3C(=CC=C3C=O)CO2)CO)O;Bitter;BitterDB;none
983;58473841;CC(C)C(=O)C1=C([C@]([C@@H](C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O;Bitter;BitterDB;none
984;60208888;C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@]34CC[C@H]5[C@@]6(CCC[C@@]([C@H]6CC[C@]5(C3)CC4=C)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O;Bitter;BitterDB;none
985;66810024;CC(C)CC(=O)C1=C(C([C@H](C1=O)O)CC=C(C)C)O;Bitter;BitterDB;none
986;67117572;CC1CC(=C(C1=O)N2CCCC2)N3CCCC3;Bitter;BitterDB;none
987;67117575;CC1CC2=C(C1=O)NCCC=C2;Bitter;BitterDB;none
988;67117586;CC1(CC(=C(C1=O)N2CCCC2)N3CCCC3)O;Bitter;BitterDB;none
989;71359704;CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N1)C;Bitter;BitterDB;none
990;71437252;C=C1CC(C2C(C3C1CC(=O)C3=C)OC(=O)C2=C)OC(=O)C(=C)CO;Bitter;BitterDB;none
991;71508173;C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O)C)C)O[C@@]1(CC[C@@H](C)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O;Bitter;BitterDB;none
992;71581001;C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C)O[C@]19CC[C@@](O9)(C)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O;Bitter;BitterDB;none
993;71581002;C[C@H]1[C@H]2[C@H](C[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)O[C@]11CC[C@@](O1)(C)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O;Bitter;BitterDB;none
994;71773169;C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O;Bitter;BitterDB;none
995;72193635;C1[C@@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)OC(=O)C7=CC(=C(C(=C7)O)O)O;Bitter;BitterDB;none
996;72941582;C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@]34CC[C@H]5[C@@]6(CCC[C@@]([C@H]6CC[C@]5(C3)CC4=C)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)CO)O)O)O)O)O;Bitter;BitterDB;none
997;88879608;CCCCC/C=C\C/C=C\CCCCCCCC(CC(COC(=O)C)O)O;Bitter;BitterDB;none
998;90474440;C[C@H]1[C@@H]2C[C@@H](/C(=C\CC/C(=C\[C@H]2OC1=O)/C)/C)OC(=O)C;Bitter;BitterDB;none
999;91064206;CC(=CCC1=C(C=C(C=C1O)OC)O)C;Bitter;BitterDB;none
1000;91735406;CCOC(=O)/C=C/C1=CC(=C(C=C1)O[Si](C)(C)C)O[Si](C)(C)C;Bitter;BitterDB;none
1001;92131208;C1=CC(=C(C=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4[C@@H]([C@@H](C([C@H](O4)CO)O)O)O)O)O;Bitter;BitterDB;none
1002;92253767;CC[C@H](C)C(=O)C1=C([C@@]([C@@H](C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O;Bitter;BitterDB;none
1003;92253768;CC[C@H](C)C(=O)C1=C([C@]([C@@H](C1=O)CC=C(C)C)(C(=O)CC=C(C)C)O)O;Bitter;BitterDB;none
1004;97161248;C[C@]12CC[C@H](C(=CC[C@@H]3[C@@H]([C@H]1O)OC(=O)C3=C)C2)OO;Bitter;BitterDB;none
1005;101129992;CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2;Bitter;BitterDB;none
1006;101245659;C[C@H]1C2[C@@H]3[C@@H](CC[C@]2([C@@H](CC1=O)O)C)C(=C)C(=O)O3;Bitter;BitterDB;none
1007;101256943;CCCCCCC/C=C\[C@@H](C#CC#C[C@@H](C=C)OC(=O)C)O;Bitter;BitterDB;none
1008;101288298;C[C@@H]1C[C@H]([C@@]2([C@@H]([C@@]13C[C@H](O[C@@H]3O)C4=COC=C4)CCC(=O)[C@@]25CO5)COC(=O)C)O;Bitter;BitterDB;none
1009;101288299;C[C@@H]1C[C@H](C2=C(CCC[C@@H]2[C@@]13C[C@H](OC3=O)C4=COC=C4)COC(=O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O;Bitter;BitterDB;none
1010;101293615;C[C@H](CC(C=C(C)C)O)[C@H]1CC[C@@]2([C@@]1(CC[C@@]3([C@H]2[C@H](C=C4[C@H]3CC[C@@H](C4(C)C)O)O)C=O)C)C;Bitter;BitterDB;none
1011;101337705;CCC(C)C(=O)C1=C([C@]([C@](C1=O)(C(=O)CC=C(C)C)O)(CC=C(C)C)O)O;Bitter;BitterDB;none
1012;101337706;CC(C)C(=O)C1=C([C@]([C@](C1=O)(C(=O)CC=C(C)C)O)(CC=C(C)C)O)O;Bitter;BitterDB;none
1013;101445018;CC(C)[C@H]1C(=O)N[C@@H](C(=O)N1)CC2=CC=CC=C2;Bitter;BitterDB;none
1014;101491236;CC(C)C(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CCC3(C)C)CC=C(C)C)O;Bitter;BitterDB;none
1015;101491237;CC(C)CC(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CCC3(C)C)CC=C(C)C)O;Bitter;BitterDB;none
1016;101491238;CCC(C)C(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CCC3(C)C)CC=C(C)C)O;Bitter;BitterDB;none
1017;101491239;CC(C)C(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CC(C3(C)C)C(=C)C)CC=C(C)C)O;Bitter;BitterDB;none
1018;101491240;CC(C)CC(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CC(C3(C)C)C(=C)C)CC=C(C)C)O;Bitter;BitterDB;none
1019;101491241;CCC(C)C(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CC(C3(C)C)C(=C)C)CC=C(C)C)O;Bitter;BitterDB;none
1020;101491242;CC(C)C1C[C@]23[C@H](C1(C)C)CC(C2=O)(C(=C(C3=O)C(=O)C(C)C)O)CC=C(C)C;Bitter;BitterDB;none
1021;101491243;CC(C)CC(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CC(C3(C)C)C(C)C)CC=C(C)C)O;Bitter;BitterDB;none
1022;101491244;CCC(C)C(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CC(C3(C)C)C(C)C)CC=C(C)C)O;Bitter;BitterDB;none
1023;101723032;C1=CC(=C(C=C1CCC(=O)NCCCCN(CCCNC(=O)CCC2=CC(=C(C=C2)O)O)C(=O)CCC3=CC(=C(C=C3)O)O)O)O;Bitter;BitterDB;none
1024;102004515;CC(=O)O[C@@H]1C(=C)[C@@H]2CC[C@@H]3[C@]1(C2)C4([C@H]([C@H]5[C@@]3(CO4)C(=O)C=CC5(C)C)O)O;Bitter;BitterDB;none
1025;102161256;CC(C)CC(=O)C1=C([C@]2([C@@H](C1=O)C[C@@H]3[C@]2(C[C@@H](C3(C)C)C(C)(C)O)O)O)O;Bitter;BitterDB;none
1026;102161257;CC(C)CC(=O)C1=C([C@]2([C@@H](C1=O)C[C@@H]3[C@]2(C[C@@H](C3(C)C)C(=C)C)O)O)O;Bitter;BitterDB;none
1027;102161259;CC(C)CC1=C2C(=O)[C@H]3C[C@H]([C@@]4([C@]3([C@]2([C@@H](C4)C(O1)(C)C)O)O)O)C(C)(C)O;Bitter;BitterDB;none
1028;102161261;CC(C)C1=C2C(=O)[C@H]3C[C@H]([C@@]4([C@]3([C@]2([C@@H](C4)C(O1)(C)C)O)O)O)C(C)(C)O;Bitter;BitterDB;none
1029;102161264;CC(C)C(=O)C1=C([C@]2([C@@H](C1=O)C[C@@H]3[C@]2(C[C@@H](C3(C)C)C(C)(C)O)O)O)O;Bitter;BitterDB;none
1030;102161265;CC(C)C(=O)C1=C([C@]2([C@@H](C1=O)C[C@@H]3[C@]2(C[C@@H](C3(C)C)C(=C)C)O)O)O;Bitter;BitterDB;none
1031;102242109;CC1=C2[C@@H]([C@@H]3[C@@H]([C@H](C1)O)C(=C)C(=O)O3)C(=CC2=O)COC(=O)C(=O)O;Bitter;BitterDB;none
1032;102242110;CC1=C2[C@@H]([C@@H]3[C@@H]([C@H](C1)OC(=O)CC4=CC=C(C=C4)O)C(=C)C(=O)O3)C(=CC2=O)COC(=O)C(=O)O;Bitter;BitterDB;none
1033;102261321;C1=CC=C(C=C1)C[C@H]2C(=O)N[C@H](C(=O)N2)CC(=O)N;Bitter;BitterDB;none
1034;122225045;C1[C@@H]([C@@H](CO[C@]12CN3C(=CC=C3C=O)CO2)O)O;Bitter;BitterDB;none
1035;122363508;CC(=CCC1(C(=O)C=C(/C(=C(\C=C\C2=CC=C(C=C2)O)/O)/C1=O)OC)CC=C(C)C)C;Bitter;BitterDB;none
1036;122363509;CC(=CCC1=C(C(C(=O)C2=C1OC(CC2=O)C3=CC=C(C=C3)O)(CC=C(C)C)CC=C(C)C)O)C;Bitter;BitterDB;none
1037;122363510;CCOC(C)(C)CCC1=C(C=C(C(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)OC)O;Bitter;BitterDB;none
1038;122363511;CCOC(C)(C)CCC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)OC)O;Bitter;BitterDB;none
1039;122363512;CC(=CCC1=C(C(=C2C(=C1O)CCC(O2)(C)C)C(=O)/C=C/C3=CC=C(C=C3)O)OC)C;Bitter;BitterDB;none
1040;122363513;CC(=C)CCC1=C(C=C(C(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)OC)O;Bitter;BitterDB;none
1041;122363514;CC(C)(CCC1=C(C=C(C(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)OC)O)OC;Bitter;BitterDB;none
1042;122363515;CC(C)(CCC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)OC)O)OC;Bitter;BitterDB;none
1043;122363516;CC(=CCC1=C(C(=C(C2=C1OC(CC2=O)(C)C)O)O)O)C;Bitter;BitterDB;none
1044;126550261;CC(C)CC(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CC(C3(C)C)C(C)(C)O)CC=C(C)C)O;Bitter;BitterDB;none
1045;126558484;CC(C)C(=O)C1=C(C2(C[C@@H]3[C@](C1=O)(C2=O)CC(C3(C)C)C(C)(C)O)CC=C(C)C)O;Bitter;BitterDB;none
1046;132515677;C=CCSC[C@H]1C(=O)N(CC2=CC=C(N12)C=O)[C@@H](CSCC=C)C(=O)O;Bitter;BitterDB;none
1047;132515678;C1=C(OC(=C1)CO)CN2C(=CC=C2C=O)CO;Bitter;BitterDB;none
1048;132515679;C=CCSC[C@@H]1C(=O)N(CC2=CC=C(N12)C=O)[C@@H](CSCC=C)C(=O)O;Bitter;BitterDB;none
1049;132525141;CC1(C(O1)CC2=C(C=C(C(=C2O)C(=O)/C=C/C3=CC=C(C=C3)O)OC)O)C;Bitter;BitterDB;none
1050;132546957;C[C@H]([C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CO)C(=O)N5CCC[C@H]5C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]6CCCN6C(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)N)N)O;Bitter;BitterDB;none
1051;nan;CCCCN1C(=O)c2ccc(cc2S1(=O)=O)[N+](=O)[O-];Bitter;BitterDB;none
1052;nan;CC(C)N1C(=O)c2ccc(cc2S1(=O)=O)[N+](=O)[O-];Bitter;BitterDB;none
1053;nan;CCCCCN1C(=O)c2ccc(cc2S1(=O)=O)[N+](=O)[O-];Bitter;BitterDB;none
1054;nan;[O-][N+](=O)c1ccc2C(=O)N(SC(Cl)(Cl)Cl)S(=O)(=O)c2c1;Bitter;BitterDB;none
1055;nan;[O-][N+](=O)c1ccc2C(=O)N(CC=C)S(=O)(=O)c2c1;Bitter;BitterDB;none
1056;nan;CN1C(=O)c2ccc(cc2S1(=O)=O)S(=O)(=O)N;Bitter;BitterDB;none
1057;nan;CCN(CC)CCCN1S(=O)(=O)c2ccccc2S1(=O)=O;Bitter;BitterDB;none
1058;nan;CCCCN(CCCC)CCN1S(=O)(=O)c2ccccc2S1(=O)=O;Bitter;BitterDB;none
1059;nan;CC1(C)CC(C[C@]2(C)[C@@H]1CC[C@@]34CC(CC[C@@H]23)C(=C)C4=O)OOC5OC(CO)C(O)C(O)C5O;Bitter;BitterDB;none
1060;nan;CC1C2CC(OC(=O)C)C(=C)C(O)CCC(=CC2OC1=O)C;Bitter;BitterDB;none
1061;nan;O=C(O)C(=C)[C@@H]1[C@@H](O)C=C(C)[C@]2(O)CC=C(C)[C@@H]2[C@H]1O;Bitter;BitterDB;none
1062;nan;O[C@H]1C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)C;Bitter;BitterDB;none
1063;nan;O[C@H]1C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)CC;Bitter;BitterDB;none
1064;nan;O[C@@H]1C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)C;Bitter;BitterDB;none
1065;nan;O[C@@H]1C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)CC;Bitter;BitterDB;none
1066;nan;O=C(/C=C/C(C)C)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)C;Bitter;BitterDB;none
1067;nan;O=C(/C=C/C(C)C)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)CC(C)C;Bitter;BitterDB;none
1068;nan;O=C(/C=C/C(C)C)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)CC;Bitter;BitterDB;none
1069;nan;O=C(/C=C/C(C)C)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)C;Bitter;BitterDB;none
1070;nan;O=C(/C=C/C(C)C)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)CC(C)C;Bitter;BitterDB;none
1071;nan;O=C(/C=C/C(C)C)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)CC;Bitter;BitterDB;none
1072;nan;O=C(/C=C/C(C)(C)O)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)C;Bitter;BitterDB;none
1073;nan;O=C(/C=C/C(C)(C)O)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)CC(C)C;Bitter;BitterDB;none
1074;nan;O=C(/C=C/C(C)(C)O)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)CC;Bitter;BitterDB;none
1075;nan;O=C(/C=C/C(C)(C)O)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)C;Bitter;BitterDB;none
1076;nan;O=C(/C=C/C(C)(C)O)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)CC(C)C;Bitter;BitterDB;none
1077;nan;O=C(/C=C/C(C)(C)O)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)CC;Bitter;BitterDB;none
1078;nan;O=C(/C=C/C(C)(C)OO)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)C;Bitter;BitterDB;none
1079;nan;O=C(/C=C/C(C)(C)OO)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)CC(C)C;Bitter;BitterDB;none
1080;nan;O=C(/C=C/C(C)(C)OO)[C@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)CC;Bitter;BitterDB;none
1081;nan;O=C(/C=C/C(C)(C)OO)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)C;Bitter;BitterDB;none
1082;nan;O=C(/C=C/C(C)(C)OO)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)CC(C)C;Bitter;BitterDB;none
1083;nan;O=C(/C=C/C(C)(C)OO)[C@@]1(O)C(O)=C(C(=O)C1C\C=C(/C)C)C(=O)C(C)CC;Bitter;BitterDB;none
1084;nan;CC(CC)C(=O)C3=C(O)[C@@]2(O)[C@H](C[C@H]1C(C)(C)[C@H](C[C@]12O)C(C)(C)O)C3=O;Bitter;BitterDB;none
1085;nan;CC(CC)C(=O)C3=C(O)[C@@]2(O)[C@H](C[C@H]1C(C)(C)[C@H](C[C@]12O)C(=C)C)C3=O;Bitter;BitterDB;none
1086;nan;CC(C)C(=O)C=3C(=O)C2CC1C(C)(C)OC(O)CC1(O)C2(O)C=3O;Bitter;BitterDB;none
1087;nan;CC(C)CC(=O)C=3C(=O)C2CC1C(C)(C)OC(O)CC1(O)C2(O)C=3O;Bitter;BitterDB;none
1088;nan;CC(CC)C(=O)C=3C(=O)C2CC1C(C)(C)OC(O)CC1(O)C2(O)C=3O;Bitter;BitterDB;none
1089;nan;CC(C)C(=O)C3=C(O)C2(O)C(CC1C(C)(C)OC(\C=C(/C)C)C12O)C3=O;Bitter;BitterDB;none
1090;nan;CC(C)CC(=O)C3=C(O)C2(O)C(CC1C(C)(C)OC(\C=C(/C)C)C12O)C3=O;Bitter;BitterDB;none
1091;nan;CC(CC)C=1OC(C)(C)[C@@H]2C[C@]4(O)[C@@H](C[C@@H]3C(=O)C=1[C@@]2(O)[C@@]34O)C(C)(C)O;Bitter;BitterDB;none
1092;nan;CC(C)C(=O)C2=C(O)[C@]13CC(C(C)(C)OO)C(C)(C)[C@@H]3CC(C\C=C(/C)C)(C1=O)C2=O;Bitter;BitterDB;none
1093;nan;CC(C)CC(=O)C2=C(O)[C@]13CC(C(C)(C)OO)C(C)(C)[C@@H]3CC(C\C=C(/C)C)(C1=O)C2=O;Bitter;BitterDB;none
1094;nan;CC(CC)C(=O)C2=C(O)[C@]13CC(C(C)(C)OO)C(C)(C)[C@@H]3CC(C\C=C(/C)C)(C1=O)C2=O;Bitter;BitterDB;none
1095;nan;OC9(C)C(C)(O)C(C)(O)C(C)(CO)OC9(C)OC8(C)C(C)(O)C(C)(O)C(C)(CO)OC8(C)COCC1(C)C(C)(O)C(O)(C)C(C)(OC1(C)CO)OC7CCC5(C)[C@@H](CCC4C6CC3O[C@](O)(CCC(C)COCC2(C)OC(C)(CO)C(C)(O)C(C)(O)C2(O)C)[C@@H](C)C3C6(C)CCC45)C7;Bitter;BitterDB;none
1096;nan;O=C/4c2cc(Cc1ccco1)c([O-])c[n+]2C(CO)C\4=C\c3ccco3;Bitter;BitterDB;none
1097;nan;O[C@@H]9[C@H](O)[C@@H](O)[C@H](C)O[C@H]9O[C@@H]8[C@@H](O)[C@H](O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)[C@@H](CO)O[C@H]8O[C@@H]5CC6=CC[C@H]4[C@@H]7C[C@@H]3O[C@](O)(CC[C@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)[C@@H]3[C@@]7(C)CC[C@@H]4[C@@]6(C)CC5;Bitter;BitterDB;none
1098;nan;O[C@@H]8[C@H](O)[C@@H](O)[C@H](C)O[C@H]8O[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]7CC[C@@]5(C)C(CC[C@H]4[C@@H]6CC3O[C@](O)(CC[C@@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](C)C3[C@@]6(C)CC[C@@H]45)C7;Bitter;BitterDB;none
1099;nan;O[C@@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]8O[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]1CO)O[C@H]7CC[C@@]3(C)C(CC[C@H]2[C@H]6[C@](CC[C@@H]23)(C4C(O[C@@](O)([C@H]4C)CC[C@H](C)CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C6)C)C7)C;Bitter;BitterDB;none
1100;nan;OCc2c(Cc1ccco1)c([O-])c[n+]4c2C(=O)\C(=C\c3ccco3)C4CO;Bitter;BitterDB;none
1101;nan;Oc1cc(cc(O)c1O)C(=O)OCC5OC(OC[C@@H]3[C@@H](c2cc(OC)c(O)c(OC)c2)c4c(OC)c(O)c(OC)cc4C[C@H]3CO)C(O)C(O)C5O;Bitter;BitterDB;none
1102;nan;Oc1cc(cc(O)c1O)C(=O)OCC5OC(OC[C@H]3[C@H](c2cc(OC)c(O)c(OC)c2)c4c(OC)c(O)c(OC)cc4C[C@@H]3CO)C(O)C(O)C5O;Bitter;BitterDB;none
1103;nan;O[C@@]1(C)C2[C@@H](O)C=C(C)CCC=C(C)C[C@@H]2OC1=O;Bitter;BitterDB;none
1104;nan;CC(=O)O[C@H]1C[C@H]2[C@@H](C)C(=O)O[C@@H]2C=C(C)[C@H](CC=C1C)COC(C)=O;Bitter;BitterDB;none
1105;nan;CC(=O)O[C@H]1[C@@H]3C(=C)C(=O)O[C@H]3CC(C)=CCC[C@@]2(C)O[C@@H]12;Bitter;BitterDB;none
1106;nan;CC(=O)O[C@H]1CCC(C)=C[C@@H](OC(C)=O)[C@H]2[C@H](C=C1C)OC(=O)C2=C;Bitter;BitterDB;none
1107;nan;N[C@@]([H])(CCC(=O)N)C(=O)N[C@@]([H])(CC(C)C)C(=O)N[C@@]([H])(Cc1ccccc1)C(=O)NCC(=O)N1[C@@]([H])(CCC1)C(=O)N[C@@]([H])(CC(=O)N)C(=O)N[C@@]([H])(C(C)C)C(=O)N[C@@]([H])(CC(=O)N)C(=O)N1[C@@]([H])(CCC1)C(=O)N[C@@]([H])(CC(=CN2)C1=C2C=CC=C1)C(=O)N[C@@]([H])(CC1=CN=C-N1)C(=O)N[C@@]([H])(CC(=O)N)C(=O)N1[C@@]([H])(CCC1)C(=O)O;Bitter;BitterDB;none
1108;nan;N[C@@]([H])(CCC(=O)N)C(=O)N[C@@]([H])(CC(C)C)C(=O)N[C@@]([H])(Cc1ccccc1)C(=O)N[C@@]([H])(CC(=O)N)C(=O)N1[C@@]([H])(CCC1)C(=O)N[C@@]([H])(CO)C(=O)N[C@@]([H])(C(O)C)C(=O)N[C@@]([H])(CC(=O)N)C(=O)N1[C@@]([H])(CCC1)C(=O)N[C@@]([H])(CC(=CN2)C1=C2C=CC=C1)C(=O)O;Bitter;BitterDB;none
